300  27  5.1
300  33  7.24
300  37  8.7
300  42  10.8
1400 27  5.21
1400 33  7.03
1400 37  8.24
1400 42  9.7
2500 27  4.45
2500 33  5.95
2500 37  6.94
2500 42  8.1
4000 27  3.57
4000 33  4.73
4000 37  5.48
4000 42  6.37
6000 27  2.62
6000 33  3.48
6000 37  4.0
6000 42  4.7
