30.7649833887	27.5459579181
30.9694219269	26.2586932447
31.1271893688	26.7837578442
31.2110697674	25.849981543
31.4342724252	27.0914728682
31.6012358804	24.7765227021
31.6721461794	20.5650793651
31.8748305648	26.2935400517
31.9924651163	24.2995939461
32.0628438538	19.7898855666
32.168358804	18.9954964932
32.2902990033	23.4174972315
32.3792292359	25.3172388335
32.4623122924	23.9360649686
32.5474684385	19.7181247693
32.6332093023	19.8282761166
32.7841727575	24.5355481728
32.925833887	24.023181986
33.0302325581	18.6024363234
33.137076412	18.553709856
33.2732624585	22.969213732
33.3841993355	33.2171280915
33.4515481728	39.0073089701
33.5438803987	38.8159468439
33.5952292359	31.6283499446
33.6624186047	25.3290513104
33.7858471761	22.5861941676
33.8438405316	19.126910299
33.9404784053	25.3514950166
33.9984717608	21.892211148
34.1100996678	24.5278700628
34.2264053156	21.7882613511
34.3889568106	24.9977113326
34.5411428571	22.3909929863
34.6393222591	25.4805463271
34.7176212625	21.4149870801
34.8384983389	25.2404577335
34.9506046512	24.1445551864
35.0381528239	21.2688076781
35.0916810631	19.3040974529
35.2495016611	23.8589885567
35.3838006645	25.2156515319
35.4895548173	22.5554817276
35.5042790698	18.8174234035
35.6493953488	20.2437799926
35.783986711	23.7644887412
36.0135149502	24.5553340716
36.1322657807	27.1877445552
36.3567707641	27.1599852344
36.518179402	23.7281653747
36.6646245847	25.90018457
36.7725315615	26.4479881875
36.8302591362	22.8395717977
36.9637873754	25.7637504614
37.0366112957	26.6260612772
37.2184584718	22.6625322997
37.2870033223	19.1238095238
37.407269103	26.6062753784
37.5634418605	26.2365448505
37.6280265781	22.4757475083
37.7362524917	27.2025101513
37.9056079734	26.2297526763
38.0625780731	26.3074197121
38.1706976744	22.9745293466
38.2909368771	18.4420819491
38.4351229236	19.3464747139
38.5299269103	16.5420450351
38.6956146179	17.5112587671
38.8700199336	19.3720191953
38.9990299003	19.7609449982
39.2002790698	16.6840900701
39.3374219269	13.6364710225
39.5865913621	13.4482096715
39.7805049834	14.2552971576
40.0455149502	14.9553340716
40.2560664452	17.0981173865
40.4766112957	16.8482834994
40.5913222591	13.2138796604
40.7812491694	11.7839793282
41.0302857143	11.5211517165
41.2001727575	10.8466592839
41.3587375415	11.819121447
41.4339534884	14.0236249539
41.5656212625	15.903875969
41.7357740864	15.3785160576
41.8230564784	12.3536360281
41.9296345515	12.1557770395
42.0575813953	11.9481727575
42.1346046512	11.1667774086
