30.636748507	23.8453881885
30.8632116788	23.3593231586
31.0871267419	26.1347047113
31.3874850697	26.0666887857
31.5801857996	22.5447909754
31.8728998009	22.2611147976
32.0875779695	18.7342402123
32.3442999336	18.8934970139
32.6051625747	16.8779031188
32.8083742535	15.5275381553
33.0256005309	13.7392169874
33.2335899137	15.6486396815
33.5670736563	13.1818181818
33.8967352356	13.1071665561
34.3350099536	12.1383543464
34.6070205707	12.7289316523
35.0121698739	14.1589250166
35.3348241539	14.303251493
35.7766025216	15.7249502322
36.1014863968	17.3905109489
36.4757398806	17.7405441274
36.7659057731	15.7183145322
37.1436629064	13.4588586596
37.5153682814	12.0703384207
37.9530059721	10.6668878567
38.4361911082	10.3400796284
38.7066091573	9.8440610484
38.9741605839	12.3921698739
39.1831055076	9.9535500995
39.5200928998	9.8772395488
39.8704578633	8.9283344393
40.2807033842	8.8354346384
40.7005043132	10.2621101526
40.9463968149	8.0325149303
41.3340278699	7.5099535501
41.6270603849	7.4435965494
41.9261446583	6.5063039151
42.1312674187	6.4598540146
42.2704578633	6.4283344393
